AnotherMonitor Record,Starting date and time:,2019-07-16-11-52-39,Read interval (ms):,1000,MemTotal (kB),1550548
Total CPU usage (%),AnotherMonitor (Pid 10859) CPU usage (%),AnotherMonitor Memory (kB),,Memory used (kB),Memory available (MemFree+Cached) (kB),MemFree (kB),Cached (kB),Threshold (kB)
19.505495,0.82417583,5300,,804924,745624,342880,402744,147456
20.163488,0.0,5300,,804924,745624,342880,402744,147456
19.346048,0.0,5300,,804948,745600,342856,402744,147456
16.621254,0.27247956,5300,,804824,745724,342980,402744,147456
21.10818,0.0,5300,,804792,745756,343004,402752,147456
20.053476,0.0,5300,,804048,746500,343748,402752,147456
21.02426,0.0,5300,,804052,746496,343748,402748,147456
17.647058,0.28011206,5300,,804296,746252,343500,402752,147456
24.358974,0.0,5300,,804296,746252,343500,402752,147456
18.75,0.0,5300,,804420,746128,343376,402752,147456
21.48541,0.0,5300,,804544,746004,343252,402752,147456
21.2938,0.0,5300,,804332,746216,343480,402736,147456
20.0,0.0,5300,,803892,746656,343904,402752,147456
25.68306,0.27322406,5300,,804884,745664,340492,405280,147456
21.727749,0.0,5300,,804692,745856,340384,405472,147456
18.055555,0.0,5300,,804864,745684,340212,405472,147456
23.57513,0.0,5300,,804444,746104,340632,405472,147456
19.398907,0.0,5300,,804444,746104,340632,405472,147456
22.486773,0.52910054,5300,,804032,746516,341044,405472,147456
17.333334,0.0,5300,,804188,746360,340888,405472,147456
19.518717,0.0,5300,,804188,746360,340888,405472,147456
20.385675,0.0,5300,,804292,746256,340780,405476,147456
16.201117,0.0,5300,,804292,746256,340780,405476,147456
20.0,0.0,5300,,804540,746008,340532,405476,147456
19.788918,0.0,5300,,804812,745736,340260,405476,147456
22.133333,0.0,5300,,804960,745588,340036,405476,147456
20.107239,0.0,5300,,805216,745332,339788,405468,147456
20.997375,0.0,5300,,805332,745216,339664,405476,147456
22.976501,0.0,5300,,805656,744892,339416,405476,147456
24.681934,0.2544529,5300,,806028,744520,339044,405476,147456
19.35484,0.0,5300,,806144,744404,338928,405476,147456
23.947369,0.0,5300,,806788,743760,338300,405460,147456
22.857143,0.0,5300,,806944,743604,338052,405476,147456
22.395834,0.26041666,5300,,807144,743404,337928,405476,147456
18.598383,0.0,5300,,807268,743280,337804,405476,147456
21.409922,0.0,5300,,806772,743776,338300,405476,147456
20.430107,0.53763443,5300,,807268,743280,337804,405476,147456
19.293478,0.27173913,5300,,807644,742904,337432,405472,147456
20.64343,0.0,5300,,807764,742784,337308,405476,147456
23.544973,0.0,5300,,807888,742660,337184,405476,147456
21.16402,0.0,5300,,808012,742536,337060,405476,147456
20.491804,0.0,5300,,809072,741476,336016,405460,147456
19.30295,0.0,5300,,808012,742536,337060,405476,147456
24.146982,0.2624672,5300,,808212,742336,336856,405480,147456
20.320856,0.0,5300,,808160,742388,336904,405484,147456
22.606382,0.0,5300,,808160,742388,336904,405484,147456
20.161291,0.0,5300,,807532,743016,337532,405484,147456
18.681318,0.2747253,5300,,807548,743000,337524,405476,147456
21.80851,0.0,5300,,806920,743628,338144,405484,147456
22.955145,0.0,5300,,806920,743628,338144,405484,147456
21.989529,0.0,5300,,806920,743628,338144,405484,147456
18.207283,0.0,5300,,807168,743380,337896,405484,147456
19.783197,0.0,5300,,807168,743380,337896,405484,147456
19.008265,0.0,5300,,807576,742972,337504,405468,147456
20.54054,0.27027026,5300,,807912,742636,337152,405484,147456
18.333334,0.0,5300,,807912,742636,337152,405484,147456
19.618528,0.0,5300,,808036,742512,337028,405484,147456
20.72539,0.0,5300,,808284,742264,336780,405484,147456
19.67655,0.26954177,5300,,808188,742360,336884,405476,147456
19.94609,0.0,5300,,808160,742388,336904,405484,147456
22.715405,0.0,5300,,808284,742264,336780,405484,147456
22.309711,0.0,5300,,808664,741884,336408,405476,147456
20.54054,0.0,5300,,808804,741744,336260,405484,147456
21.693121,0.26455027,5300,,808704,741844,336284,405484,147456
20.533333,0.0,5300,,808656,741892,336408,405484,147456
18.47826,0.0,5300,,809028,741520,336036,405484,147456
20.266666,0.0,5300,,809152,741396,335912,405484,147456
20.698925,0.0,5300,,809280,741268,335788,405480,147456
22.437674,0.0,5300,,810836,739712,330980,408732,147456
31.299734,0.265252,5300,,812408,738140,331988,406152,147456
30.458221,0.0,5300,,813132,737416,331300,406116,147456
31.283422,0.0,5300,,815148,735400,332100,403300,147456
32.12435,0.0,5300,,816132,734416,331152,403264,147456
31.619537,0.5141388,5300,,816628,733920,330580,403340,147456
31.564987,0.530504,5300,,817644,732904,329496,403408,147456
29.508196,0.0,5300,,819484,731064,327580,403484,147456
29.44297,0.0,5300,,821368,729180,327808,401372,147456
30.27027,0.0,5300,,823060,727488,327784,399704,147456
36.57895,0.0,5300,,809284,741264,344016,397248,147456
51.490517,0.0,5300,,816832,733716,332148,401568,147456
21.865889,0.0,5300,,815796,734752,333088,401664,147456
15.954416,0.0,5300,,805276,745272,346892,398380,147456
22.916666,0.0,5300,,805024,745524,347100,398424,147456
20.44199,0.2762431,5300,,806632,743916,345492,398424,147456
20.391062,0.0,5300,,804136,746412,347156,399256,147456
17.366947,0.0,5300,,804008,746540,347348,399192,147456
20.435966,0.0,5300,,804512,746036,346852,399184,147456
20.580475,0.26385224,5300,,805504,745044,345556,399488,147456
19.834711,0.0,5300,,805960,744588,345120,399468,147456
19.283747,0.0,5300,,805640,744908,345448,399460,147456
19.505495,0.0,5300,,805612,744936,345480,399456,147456
21.505377,0.0,5300,,805772,744776,345432,399468,147456
14.409222,0.28818443,5300,,805828,744720,345256,399464,147456
20.111732,0.0,5300,,808240,742308,341732,400576,147456
16.666666,0.0,5300,,808032,742516,341784,400732,147456
16.758242,0.0,5300,,808280,742268,341536,400732,147456
16.0,0.0,5300,,809020,741528,340804,400724,147456
20.81081,0.0,5300,,810808,739740,338560,401180,147456
17.927172,0.28011206,5300,,809076,741472,340268,401204,147456
18.90411,0.0,5300,,809004,741544,340348,401204,147456
20.273973,0.0,5300,,809156,741392,340172,401220,147456
18.384401,0.0,5300,,809324,741224,340004,401220,147456
20.698925,0.53763443,5300,,809396,741152,339924,401228,147456
17.045454,0.0,5300,,809520,741028,339800,401228,147456
18.130312,0.0,5300,,809776,740772,339552,401220,147456
15.406977,0.0,5300,,809516,741032,339804,401228,147456
21.621622,0.0,5300,,809528,741020,339800,401220,147456
16.138329,0.0,5300,,809520,741028,339800,401228,147456
18.333334,0.0,5300,,810140,740408,339188,401220,147456
17.847025,0.28328612,5300,,810316,740232,338940,401292,147456
16.045845,0.0,5300,,809340,741208,339916,401292,147456
18.539326,0.28089887,5300,,810520,740028,338360,401668,147456
18.282549,0.0,5300,,810144,740404,338644,401760,147456
18.956043,0.0,5300,,810096,740452,338692,401760,147456
19.67655,0.0,5300,,810392,740156,338320,401760,147456
20.0,0.28169015,5300,,813028,737520,334376,403144,147456
20.054945,0.0,5300,,813172,737376,334264,403112,147456
18.010754,0.26881722,5300,,813324,737224,334104,403120,147456
16.806723,0.0,5300,,813564,736984,333864,403120,147456
21.276596,0.0,5300,,813764,736784,333840,403068,147456
17.906336,0.0,5300,,813728,736820,333700,403120,147456
18.956043,0.0,5300,,813616,736932,335332,401600,147456
17.582418,0.2747253,5300,,813828,736720,335228,401492,147456
16.430595,0.0,5300,,813828,736720,335228,401492,147456
17.983652,0.0,5300,,813828,736720,335228,401492,147456
17.307692,0.0,5300,,813872,736676,334980,401696,147456
16.759777,0.0,5300,,813992,736556,334856,401700,147456
23.529411,0.0,5300,,815196,735352,333272,402080,147456
19.836956,0.27173913,5300,,814892,735656,333492,402164,147456
16.949152,0.0,5300,,815380,735168,332996,402172,147456
20.108696,0.0,5300,,816208,734340,334608,399732,147456
20.215633,0.26954177,5300,,816580,733968,334236,399732,147456
17.48634,0.0,5300,,815960,734588,334856,399732,147456
21.693121,0.0,5300,,816084,734464,334732,399732,147456
17.039106,0.0,5300,,816084,734464,334732,399732,147456
18.207283,0.0,5300,,816340,734208,334484,399724,147456
17.5,0.5555556,5300,,816084,734464,334732,399732,147456
18.559557,0.0,5300,,816456,734092,334360,399732,147456
19.565218,0.0,5300,,816580,733968,334236,399732,147456
22.972973,0.0,5300,,818884,731664,330888,400776,147456
18.232044,0.0,5300,,819008,731540,330764,400776,147456
20.391062,0.0,5300,,820776,729772,330608,399164,147456
20.375336,0.0,5300,,820776,729772,330608,399164,147456
19.346048,0.0,5300,,820776,729772,330608,399164,147456
17.183098,0.0,5300,,820948,729600,330360,399164,147456
22.222221,0.0,5300,,821520,729028,332096,396932,147456
19.889503,0.5524862,5300,,822252,728296,333336,394960,147456
22.133333,0.0,5300,,822368,728180,333212,394968,147456
21.505377,0.8064516,5300,,821624,728924,333956,394968,147456
19.142857,0.0,5300,,821872,728676,333708,394968,147456
20.775623,0.0,5300,,821748,728800,333832,394968,147456
20.498615,0.0,5300,,821872,728676,333708,394968,147456
17.827297,0.0,5300,,821996,728552,333584,394968,147456
20.967741,0.26881722,5300,,820880,729668,334700,394968,147456
21.02426,0.0,5300,,820880,729668,334700,394968,147456
16.619719,0.0,5300,,820888,729660,334700,394960,147456
19.714285,0.0,5300,,820880,729668,334824,394968,147456
20.821918,0.0,5300,,821128,729420,334452,394968,147456
18.233618,0.28490028,5300,,820896,729652,334700,394952,147456
17.47851,0.0,5300,,820880,729668,334700,394968,147456
23.243244,0.0,5300,,821000,729548,334576,394972,147456
21.038252,0.0,5300,,821124,729424,334452,394972,147456
21.02426,0.0,5300,,821248,729300,334328,394972,147456
20.168068,0.28011206,5300,,821372,729176,334204,394972,147456
20.44199,0.0,5300,,821496,729052,334080,394972,147456
22.465754,0.0,5300,,821628,728920,333956,394964,147456
21.832884,0.26954177,5300,,821744,728804,333832,394972,147456
22.04301,0.0,5300,,821496,729052,334080,394972,147456
20.879122,0.0,5300,,821744,728804,333832,394972,147456
19.94382,0.0,5300,,821860,728688,333708,394980,147456
24.010553,0.26385224,5300,,822128,728420,333352,395192,147456
19.101124,0.0,5300,,821128,729420,334220,395200,147456
19.23077,0.0,5300,,820880,729668,334468,395200,147456
20.221607,0.0,5300,,820756,729792,334592,395200,147456
18.390804,0.0,5300,,820880,729668,334468,395200,147456
20.32967,0.0,5300,,820880,729668,334468,395200,147456
23.2,0.26666668,5300,,821128,729420,334220,395200,147456
19.390581,0.0,5300,,821252,729296,334096,395200,147456
16.618912,0.0,5300,,821432,729116,333932,395184,147456
17.428572,0.5714286,5300,,821616,728932,333732,395200,147456
22.162163,0.0,5300,,821616,728932,333732,395200,147456
20.8,0.0,5300,,821864,728684,333608,395200,147456
19.047619,0.0,5300,,822484,728064,332864,395200,147456
15.759313,0.0,5300,,822484,728064,332864,395200,147456
17.329546,0.0,5300,,823208,727340,334600,392788,147456
18.61111,0.0,5300,,823160,727388,334600,392788,147456
17.57925,0.28818443,5300,,823044,727504,334724,392780,147456
18.309858,0.28169015,5300,,823060,727488,334700,392788,147456
15.16035,0.0,5300,,822936,727612,334824,392788,147456
18.181818,0.0,5300,,823036,727512,334724,392788,147456
20.754717,0.0,5300,,822060,728488,335700,392788,147456
18.767508,0.0,5300,,822292,728256,335468,392788,147456
19.505495,0.2747253,5300,,822416,728132,335344,392788,147456
19.9446,0.0,5300,,821920,728628,335840,392788,147456
18.384401,0.0,5300,,822044,728504,335716,392788,147456
20.385675,0.0,5300,,822184,728364,335592,392772,147456
20.775623,0.55401665,5300,,822136,728412,335624,392788,147456
20.32967,0.0,5300,,822292,728256,335468,392788,147456
18.662952,0.0,5300,,822292,728256,335468,392788,147456
18.820225,0.0,5300,,822292,728256,335468,392788,147456
18.155619,0.0,5300,,822420,728128,335336,392792,147456
17.514124,0.0,5300,,822296,728252,335460,392792,147456
17.948717,0.0,5300,,822296,728252,335460,392792,147456
21.138212,0.0,5300,,822544,728004,335212,392792,147456
19.9446,0.0,5300,,822792,727756,334964,392792,147456
20.980927,0.0,5300,,822924,727624,334840,392784,147456
23.359581,0.2624672,5300,,822916,727632,334840,392792,147456
17.378918,0.0,5300,,822916,727632,334840,392792,147456
20.221607,0.0,5300,,822916,727632,334840,392792,147456
19.887955,0.28011206,5300,,823280,727268,334468,392800,147456
21.666666,0.0,5300,,823528,727020,334220,392800,147456
19.662922,0.0,5300,,823528,727020,334220,392800,147456
20.612814,0.0,5300,,823776,726772,333972,392800,147456
20.588236,0.0,5300,,823776,726772,333972,392800,147456
20.64343,0.0,5300,,824024,726524,333724,392800,147456
18.156425,0.2793296,5300,,823272,727276,334476,392800,147456
20.0,0.0,5300,,823768,726780,333980,392800,147456
17.977528,0.0,5300,,823272,727276,334476,392800,147456
18.715084,0.0,5300,,823396,727152,334352,392800,147456
21.5847,0.0,5300,,823520,727028,334228,392800,147456
23.947369,0.2631579,5300,,823644,726904,334104,392800,147456
20.547945,0.0,5300,,823768,726780,333980,392800,147456
18.361582,0.0,5300,,824016,726532,333732,392800,147456
20.221607,0.55401665,5300,,824016,726532,333732,392800,147456
18.130312,0.0,5300,,824016,726532,333732,392800,147456
21.95122,0.0,5300,,824264,726284,333484,392800,147456
18.413597,0.28328612,5300,,824652,725896,335344,390552,147456
20.273973,0.0,5300,,824652,725896,335344,390552,147456
20.54054,0.0,5300,,824032,726516,335964,390552,147456
20.718231,0.0,5300,,824156,726392,335840,390552,147456
19.553072,0.0,5300,,823064,727484,336932,390552,147456
16.285715,0.5714286,5300,,823040,727508,336956,390552,147456
19.66759,0.0,5300,,823040,727508,336956,390552,147456
19.891008,0.0,5300,,823164,727384,336832,390552,147456
21.311476,0.0,5300,,823164,727384,336832,390552,147456
19.436619,0.0,5300,,823288,727260,336708,390552,147456
22.340425,0.0,5300,,823288,727260,336708,390552,147456
18.715084,0.0,5300,,823288,727260,336708,390552,147456
20.054201,0.0,5300,,823300,727248,336708,390540,147456
21.563343,0.26954177,5300,,823288,727260,336708,390552,147456
20.05571,0.0,5300,,823784,726764,336212,390552,147456
21.563343,0.0,5300,,824032,726516,335964,390552,147456
20.273973,0.0,5300,,824280,726268,335716,390552,147456
18.852459,0.0,5300,,824652,725896,335344,390552,147456
18.4573,0.2754821,5300,,824652,725896,335344,390552,147456
24.202127,0.0,5300,,824888,725660,335096,390564,147456
18.732782,0.0,5300,,825124,725424,334856,390568,147456
20.325203,0.0,5300,,825372,725176,334608,390568,147456
18.487394,0.28011206,5300,,825868,724680,334112,390568,147456
20.110193,0.0,5300,,825860,724688,334112,390576,147456
18.156425,0.0,5300,,825984,724564,333988,390576,147456
19.498608,0.0,5300,,825984,724564,333988,390576,147456
32.625996,0.0,5300,,818984,731564,337084,394480,147456
29.752066,0.5509642,5300,,819144,731404,336860,394544,147456
30.27027,0.0,5300,,819828,730720,335940,394780,147456
28.337875,0.0,5300,,821016,729532,334676,394856,147456
31.134565,0.0,5300,,821540,729008,334080,394928,147456
30.601093,0.0,5300,,822756,727792,332792,395000,147456
31.413612,0.0,5300,,824768,725780,332796,392984,147456
31.865286,0.0,5300,,825108,725440,332336,393104,147456
33.244682,0.26595744,5300,,826848,723700,332832,390868,147456
31.74603,0.0,5300,,828856,721692,333204,388488,147456
50.0,0.0,5300,,824076,726472,337604,388868,147456
40.166206,0.0,5300,,825740,724808,330504,394304,147456
21.891891,0.27027026,5300,,825292,725256,330936,394320,147456
20.28169,0.0,5300,,813868,736680,345472,391208,147456
20.698925,0.0,5300,,813484,737064,345704,391360,147456
23.174603,0.31746033,5300,,813436,737112,345792,391320,147456
21.038252,0.0,5300,,811136,739412,348084,391328,147456
17.464788,0.0,5300,,811384,739164,347836,391328,147456
21.32964,0.0,5300,,811308,739240,347912,391328,147456
25.824175,0.2747253,5300,,814180,736368,343472,392820,147456
20.547945,0.0,5300,,814300,736248,343472,392776,147456
20.844328,0.0,5300,,814516,736032,343256,392776,147456
17.877094,0.0,5300,,814764,735784,343008,392776,147456
20.980927,0.0,5300,,814764,735784,343008,392776,147456
17.280453,0.0,5300,,814980,735568,342792,392776,147456
20.385675,0.2754821,5300,,814984,735564,342792,392772,147456
17.777779,0.0,5300,,810888,739660,346884,392776,147456
19.722221,0.0,5300,,810888,739660,346884,392776,147456
23.180593,0.0,5300,,811444,739104,346388,392764,147456
21.652422,0.28490028,5300,,813220,737328,343908,393420,147456
27.368422,0.0,5300,,813972,736576,342048,394528,147456
18.591549,0.0,5300,,813972,736576,342048,394528,147456
20.054201,0.0,5300,,814096,736452,341924,394528,147456
19.891008,0.0,5300,,814220,736328,341800,394528,147456
17.663818,0.28490028,5300,,814228,736320,341800,394520,147456
19.836956,0.0,5300,,813896,736652,342124,394528,147456
20.821918,0.0,5300,,813848,736700,342172,394528,147456
19.505495,0.0,5300,,813848,736700,342172,394528,147456
25.260416,0.0,5300,,814424,736124,341504,394620,147456
16.138329,0.28818443,5300,,814460,736088,341552,394536,147456
21.212122,0.0,5300,,814340,736208,341676,394532,147456
20.385675,0.0,5300,,814704,735844,341312,394532,147456
18.88889,0.0,5300,,814824,735724,341188,394536,147456
21.983913,0.0,5300,,815072,735476,340940,394536,147456
23.896105,0.5194805,5300,,815444,735104,340568,394536,147456
18.994413,0.5586592,5300,,815320,735228,340692,394536,147456
21.153847,0.0,5300,,815320,735228,340692,394536,147456
22.222221,0.0,5300,,815568,734980,340444,394536,147456
22.432432,0.0,5300,,815704,734844,340320,394524,147456
19.382023,0.28089887,5300,,815316,735232,340692,394540,147456
18.384401,0.0,5300,,814324,736224,341684,394540,147456
17.366947,0.0,5300,,814316,736232,341692,394540,147456
17.534246,0.0,5300,,814316,736232,341692,394540,147456
22.162163,0.27027026,5300,,814316,736232,341692,394540,147456
20.0,0.0,5300,,814316,736232,341692,394540,147456
19.67213,0.0,5300,,814316,736232,341692,394540,147456
20.385675,0.0,5300,,813944,736604,342064,394540,147456
19.722221,0.0,5300,,813944,736604,342064,394540,147456
21.715818,0.0,5300,,814192,736356,341816,394540,147456
17.183098,0.28169015,5300,,814440,736108,341568,394540,147456
17.847025,0.0,5300,,814636,735912,341348,394564,147456
18.696884,0.0,5300,,814688,735860,341320,394540,147456
19.553072,0.0,5300,,814812,735736,341196,394540,147456
20.498615,0.0,5300,,814412,736136,341576,394560,147456
19.32773,0.28011206,5300,,814412,736136,341576,394560,147456
18.98017,0.0,5300,,814412,736136,341576,394560,147456
20.44199,0.0,5300,,814164,736384,341824,394560,147456
15.0,0.0,5300,,814288,736260,341700,394560,147456
20.980927,0.0,5300,,814692,735856,341296,394560,147456
18.156425,0.0,5300,,814692,735856,341296,394560,147456
15.652174,0.28985506,5300,,814940,735608,341048,394560,147456
18.644068,0.0,5300,,814940,735608,341048,394560,147456
19.23077,0.0,5300,,815412,735136,340552,394508,147456
15.362319,0.0,5300,,815360,735188,340628,394560,147456
23.514212,0.25839794,5300,,815312,735236,340676,394560,147456
18.130312,0.0,5300,,815312,735236,340676,394560,147456
19.726027,0.2739726,5300,,815436,735112,340552,394560,147456
17.142857,0.0,5300,,815436,735112,340552,394560,147456
19.047619,0.0,5300,,815808,734740,340304,394560,147456
17.597765,0.0,5300,,816056,734492,339932,394560,147456
17.355371,0.0,5300,,816004,734544,340108,394560,147456
17.630854,0.8264463,5300,,815436,735112,340552,394560,147456
18.836565,0.0,5300,,815560,734988,340428,394560,147456
18.559557,0.0,5300,,815816,734732,340180,394552,147456
18.662952,0.0,5300,,815932,734616,340056,394560,147456
19.166666,0.0,5300,,816056,734492,339932,394560,147456
18.836565,0.27700832,5300,,814636,735912,341352,394560,147456
17.280453,0.0,5300,,814568,735980,341420,394560,147456
18.518518,0.0,5300,,814948,735600,341048,394552,147456
18.435755,0.0,5300,,815188,735360,340800,394560,147456
22.849463,0.0,5300,,815312,735236,340676,394560,147456
18.61111,0.2777778,5300,,815280,735268,340708,394560,147456
18.181818,0.0,5300,,815280,735268,340708,394560,147456
20.165747,0.0,5300,,815156,735392,340832,394560,147456
19.113573,0.0,5300,,815404,735144,340584,394560,147456
21.038252,0.0,5300,,815528,735020,340460,394560,147456
21.505377,0.0,5300,,815528,735020,340460,394560,147456
16.38418,0.0,5300,,814784,735764,341204,394560,147456
25.745258,0.2710027,5300,,815424,735124,339072,396052,147456
30.0,0.0,5300,,816276,734272,338204,396068,147456
30.563004,0.0,5300,,817828,732720,336592,396128,147456
31.443298,0.0,5300,,819340,731208,335004,396204,147456
30.81081,0.0,5300,,820136,730412,334136,396276,147456
34.920635,0.26455027,5300,,820872,729676,333320,396356,147456
35.658916,0.0,5300,,822616,727932,331508,396424,147456
33.333332,0.0,5300,,824560,725988,331360,394628,147456
33.676094,0.2570694,5300,,826060,724488,331904,392584,147456
30.831099,0.0,5300,,827668,722880,332700,390180,147456
43.98977,0.0,5300,,826676,723872,332732,391140,147456
51.302082,0.0,5300,,834252,716296,344060,372236,147456
18.836565,0.0,5300,,833304,717244,344848,372396,147456
20.661158,0.5509642,5300,,822208,728340,357696,370644,147456
22.432432,0.0,5300,,823660,726888,355936,370952,147456
19.197708,0.0,5300,,826672,723876,352740,371136,147456
16.524216,0.0,5300,,825512,725036,353900,371136,147456
20.891365,0.0,5300,,823864,726684,355548,371136,147456
20.054945,0.0,5300,,823776,726772,355636,371136,147456
19.777159,0.0,5300,,824900,725648,354356,371292,147456
20.385675,0.2754821,5300,,823968,726580,355148,371432,147456
21.448467,0.0,5300,,823820,726728,355328,371400,147456
19.834711,0.0,5300,,823980,726568,355180,371388,147456
19.18919,0.27027026,5300,,824192,726356,354956,371400,147456
20.22792,0.0,5300,,826204,724344,351636,372708,147456
19.722221,0.0,5300,,824232,726316,353176,372640,147456
19.836956,0.0,5300,,823220,727328,354684,372644,147456
19.178082,0.0,5300,,823196,727352,354708,372644,147456
21.95122,0.2710027,5300,,824160,726388,353372,372940,147456
17.847025,0.0,5300,,823468,727080,353940,373064,147456
19.444445,0.0,5300,,823384,727164,354088,373076,147456
21.467392,0.0,5300,,823756,726792,353716,373076,147456
19.444445,0.0,5300,,823756,726792,353716,373076,147456
17.280453,0.28328612,5300,,823880,726668,353592,373076,147456
19.505495,0.0,5300,,824004,726544,353468,373076,147456
18.518518,0.0,5300,,824284,726264,353196,373068,147456
16.981133,0.0,5300,,824272,726276,353200,373076,147456
18.4573,0.2754821,5300,,824252,726296,353220,373076,147456
21.195652,0.0,5300,,824788,725760,352848,372912,147456
22.64151,0.0,5300,,824624,725924,352848,373076,147456
22.408964,0.28011206,5300,,824896,725652,352280,373372,147456
23.119778,0.0,5300,,828200,722348,347664,374808,147456
17.366947,0.0,5300,,827972,722576,347692,374884,147456
22.04301,0.0,5300,,829492,721056,345756,375224,147456
20.108696,0.27173913,5300,,829344,721204,345880,375324,147456
20.325203,0.0,5300,,830496,720052,344052,375316,147456
18.207283,0.0,5300,,830052,720496,345172,375324,147456
18.207283,0.0,5300,,830136,720412,345088,375324,147456
21.563343,0.0,5300,,830088,720460,345136,375324,147456
21.978022,0.2747253,5300,,830508,720040,344764,375276,147456
20.708447,0.0,5300,,830768,719780,344456,375324,147456
18.836565,0.0,5300,,830872,719676,344276,375324,147456
20.110193,0.0,5300,,830948,719600,344276,375324,147456
21.253407,0.0,5300,,831072,719476,344152,375324,147456
21.2938,0.26954177,5300,,830576,719972,344648,375324,147456
22.192513,0.0,5300,,830608,719940,344624,375316,147456
20.385675,0.2754821,5300,,830576,719972,344648,375324,147456
24.146982,0.5249344,5300,,829832,720716,345392,375324,147456
19.774012,0.0,5300,,831792,718756,342988,375768,147456
19.662922,0.0,5300,,831264,719284,343512,375772,147456
17.231638,0.0,5300,,831140,719408,343608,375800,147456
18.435755,0.0,5300,,831360,719188,343408,375780,147456
19.337017,0.0,5300,,830492,720056,344276,375780,147456
18.02817,0.0,5300,,830540,720008,344228,375780,147456
22.47191,0.28089887,5300,,834384,716164,339172,377116,147456
20.0,0.0,5300,,834512,716036,338820,377216,147456
20.159151,0.0,5300,,834504,716044,338820,377224,147456
18.820225,0.0,5300,,834504,716044,338820,377224,147456
19.67213,0.0,5300,,834652,715896,338672,377224,147456
21.09589,0.2739726,5300,,834628,715920,338696,377224,147456
21.09589,0.0,5300,,834412,716136,338920,377216,147456
21.253407,0.0,5300,,834428,716120,338820,377224,147456
20.320856,0.53475934,5300,,834628,715920,338696,377224,147456
18.130312,0.0,5300,,836196,714352,336680,377672,147456
21.505377,0.0,5300,,837100,713448,335844,377604,147456
20.604395,0.0,5300,,837144,713404,335748,377656,147456
19.060774,0.0,5300,,837096,713452,335720,377656,147456
18.130312,0.0,5300,,836388,714160,336504,377656,147456
19.834711,0.0,5300,,836428,714120,336464,377656,147456
18.309858,0.0,5300,,836700,713848,336196,377652,147456
19.178082,0.0,5300,,836800,713748,336092,377656,147456
15.428572,0.2857143,5300,,836344,714204,336548,377656,147456
19.03409,0.0,5300,,837872,712676,334564,378112,147456
16.949152,0.0,5300,,837800,712748,334540,378208,147456
18.767508,0.0,5300,,837976,712572,334364,378208,147456
20.165747,0.2762431,5300,,838036,712512,334304,378208,147456
20.277779,0.0,5300,,838100,712448,334316,378208,147456
18.732782,0.0,5300,,838100,712448,334240,378208,147456
19.101124,0.0,5300,,837272,713276,335068,378208,147456
22.493225,0.0,5300,,837656,712892,334640,378252,147456
20.32967,0.0,5300,,837716,712832,334520,378312,147456
18.156425,0.2793296,5300,,838236,712312,333996,378316,147456
17.032967,0.0,5300,,838536,712012,333748,378312,147456
18.662952,0.0,5300,,838612,711936,333624,378312,147456
21.138212,0.0,5300,,839268,711280,335064,376216,147456
18.87324,0.5633803,5300,,838748,711800,335584,376216,147456
16.056337,0.0,5300,,838760,711788,335576,376216,147456
19.346048,0.0,5300,,838856,711692,335476,376216,147456
18.207283,0.0,5300,,838856,711692,335476,376216,147456
21.081081,0.27027026,5300,,838000,712548,336336,376212,147456
21.467392,0.27173913,5300,,837888,712660,336444,376216,147456
18.941504,0.0,5300,,837888,712660,336444,376216,147456
16.155989,0.0,5300,,837988,712560,336344,376216,147456
18.356165,0.2739726,5300,,838112,712436,336344,376216,147456
20.375336,0.0,5300,,838236,712312,336096,376216,147456
19.101124,0.0,5300,,838360,712188,335972,376216,147456
19.67213,0.0,5300,,838484,712064,335848,376216,147456
17.366947,0.0,5300,,837864,712684,336468,376216,147456
16.949152,0.28248587,5300,,837988,712560,336344,376216,147456
20.661158,0.0,5300,,838112,712436,336220,376216,147456
18.681318,0.0,5300,,838484,712064,335848,376216,147456
17.847025,0.0,5300,,838608,711940,335724,376216,147456
18.435755,0.0,5300,,838532,712016,335724,376216,147456
21.195652,0.27173913,5300,,838432,712116,335676,376440,147456
21.428572,0.0,5300,,838268,712280,334608,377672,147456
19.337017,0.0,5300,,838516,712032,334360,377672,147456
18.88889,0.0,5300,,838764,711784,334112,377672,147456
20.0,0.0,5300,,838888,711660,333988,377672,147456
18.232044,0.0,5300,,839012,711536,333988,377672,147456
19.390581,0.27700832,5300,,838424,712124,334452,377672,147456
19.832403,0.0,5300,,838672,711876,334204,377672,147456
19.452055,0.0,5300,,838788,711760,334080,377680,147456
17.514124,0.0,5300,,838416,712132,334452,377680,147456
18.78453,0.5524862,5300,,838416,712132,334452,377680,147456
20.435966,0.0,5300,,838424,712124,334452,377672,147456
18.156425,0.0,5300,,838712,711836,334156,377680,147456
18.181818,0.0,5300,,838788,711760,334080,377680,147456
18.941504,0.0,5300,,839036,711512,333832,377680,147456
18.75,0.0,5300,,839036,711512,333832,377680,147456
17.56374,0.0,5300,,838284,712264,334708,377680,147456
18.309858,0.0,5300,,838404,712144,334188,378056,147456
17.134832,0.28089887,5300,,838652,711896,333840,378056,147456
18.630136,0.82191783,5300,,838032,712516,334460,378056,147456
18.282549,0.0,5300,,838032,712516,334460,378056,147456
19.148935,0.0,5300,,838156,712392,334336,378056,147456
19.101124,0.0,5300,,838436,712112,334064,378048,147456
20.923914,0.0,5300,,838404,712144,334088,378056,147456
