AnotherMonitor Record,Starting date and time:,2019-07-21-15-10-35,Read interval (ms):,1000,MemTotal (kB),1550548
Total CPU usage (%),AnotherMonitor (Pid 6912) CPU usage (%),AnotherMonitor Memory (kB),,Memory used (kB),Memory available (MemFree+Cached) (kB),MemFree (kB),Cached (kB),Threshold (kB)
2.4324324,0.0,5004,,776804,773744,255464,518280,147456
6.25,0.27173913,5004,,776136,774412,240876,533536,147456
12.285012,0.0,5004,,775516,775032,241496,533536,147456
6.0439563,0.0,5004,,775788,774760,241224,533536,147456
15.317919,0.0,5004,,776540,774008,252920,521088,147456
6.596306,0.26385224,5004,,776872,773676,252572,521228,147456
15.053763,0.0,5004,,776684,773864,252636,521228,147456
12.356322,0.0,5004,,777868,772680,251452,521228,147456
6.8421054,0.0,5004,,777500,773048,251820,521228,147456
23.019802,0.0,5004,,775316,775232,254004,521228,147456
8.205129,0.25641027,5004,,775536,775012,253800,521212,147456
18.75,0.0,5004,,776208,774340,253068,521272,147456
3.90625,0.5208333,5004,,776100,774448,253176,521272,147456
11.570248,0.0,5004,,774560,775988,254716,521272,147456
6.7885118,0.2610966,5004,,775280,775268,253996,521272,147456
18.696884,0.0,5004,,774536,776012,254740,521272,147456
21.01064,0.0,5004,,775216,775332,254060,521272,147456
25.661375,0.26455027,5004,,776580,773968,247968,526000,147456
10.249308,0.0,5004,,775184,775364,249308,526056,147456
10.422535,0.0,5004,,775028,775520,249464,526056,147456
3.814714,0.0,5004,,774436,776112,249860,526252,147456
8.991826,0.27247956,5004,,774760,775788,249552,526236,147456
8.947369,0.0,5004,,775352,775196,248960,526236,147456
8.870968,0.0,5004,,776604,773944,247708,526236,147456
10.306407,0.0,5004,,776432,774116,247880,526236,147456
10.714286,0.2747253,5004,,775636,774912,245816,529096,147456
6.878307,0.0,5004,,775792,774756,248480,526276,147456
7.8431373,0.0,5004,,775188,775360,248376,526984,147456
11.9891,0.27247956,5004,,776616,773932,246984,526948,147456
5.7065215,0.0,5004,,776104,774444,247460,526984,147456
8.719346,0.0,5004,,776144,774404,247356,527048,147456
14.58886,0.265252,5004,,777004,773544,247816,525728,147456
15.531335,0.0,5004,,776676,773872,248292,525580,147456
6.8119893,0.0,5004,,776604,773944,248364,525580,147456
7.9452057,0.0,5004,,776724,773824,248244,525580,147456
11.621622,0.0,5004,,776608,773940,248360,525580,147456
9.756098,0.2710027,5004,,777276,773272,247692,525580,147456
12.299465,0.0,5004,,776300,774248,248668,525580,147456
9.366391,0.0,5004,,776232,774316,248736,525580,147456
21.09375,0.5208333,5004,,775812,774736,249156,525580,147456
6.336088,0.0,5004,,776244,774304,248724,525580,147456
9.615385,0.0,5004,,776964,773584,248128,525580,147456
7.162534,0.2754821,5004,,775840,774708,249128,525580,147456
8.086253,0.0,5004,,775968,774580,249000,525580,147456
17.539267,0.0,5004,,776068,774480,248900,525580,147456
14.600551,0.0,5004,,777648,772900,247320,525580,147456
2.9891305,0.0,5004,,777900,772648,248524,524124,147456
22.788204,0.2680965,5004,,778192,772356,247940,524416,147456
23.342175,0.530504,5004,,777596,772952,248532,524420,147456
5.23416,0.2754821,5004,,775308,775240,250800,524440,147456
3.9682539,0.0,5004,,775248,775300,250856,524444,147456
10.0,0.0,5004,,775180,775368,250924,524444,147456
13.243243,0.27027026,5004,,775016,775532,251088,524444,147456
17.127071,0.0,5004,,774420,776128,251684,524444,147456
18.75,0.0,5004,,774020,776528,252084,524444,147456
8.963586,0.28011206,5004,,773088,777460,253020,524440,147456
9.947644,0.0,5004,,773712,776836,252392,524444,147456
17.302053,0.0,5004,,773264,777284,252840,524444,147456
6.684492,0.0,5004,,773004,777544,253100,524444,147456
12.903226,0.26881722,5004,,773044,777504,253060,524444,147456
13.96648,0.0,5004,,773120,777428,252984,524444,147456
10.164835,0.0,5004,,773236,777312,252868,524444,147456
18.378378,0.0,5004,,773344,777204,252760,524444,147456
25.257732,0.25773194,5004,,781072,769476,253848,515628,147456
11.666667,0.0,5004,,782228,768320,252504,515816,147456
18.032787,0.0,5004,,783356,767192,251252,515892,147456
10.933333,0.0,5004,,783988,766560,250660,515900,147456
12.401055,0.26385224,5004,,783928,766620,250720,515900,147456
4.359673,0.0,5004,,784484,766064,250164,515900,147456
31.842106,0.2631579,5004,,784520,766028,250108,515920,147456
19.72973,0.27027026,5004,,784064,766484,250584,515900,147456
10.904255,0.0,5004,,786048,764500,248612,515888,147456
13.756614,0.0,5004,,785008,765540,249640,515900,147456
14.713897,0.27247956,5004,,785304,765244,249344,515900,147456
10.27027,0.0,5004,,786084,764464,248564,515900,147456
12.634409,0.0,5004,,785572,764976,249076,515900,147456
9.615385,0.0,5004,,785820,764728,248828,515900,147456
3.7634408,0.26881722,5004,,786068,764480,250396,514068,147456
9.392265,0.0,5004,,785564,764984,250916,514068,147456
4.58221,0.0,5004,,785044,765504,251560,514068,147456
6.741573,0.28089887,5004,,785828,764720,250652,514068,147456
8.130081,0.0,5004,,786076,764472,250404,514068,147456
9.89011,0.5494506,5004,,786768,763780,249712,514068,147456
15.211267,0.0,5004,,785696,764852,250784,514068,147456
5.497382,0.0,5004,,785696,764852,250784,514068,147456
15.774648,0.5633803,5004,,786936,763612,249544,514068,147456
13.12336,0.0,5004,,786464,764084,250016,514068,147456
4.432133,0.0,5004,,786016,764532,250464,514068,147456
22.160666,0.0,5004,,788376,762172,248104,514068,147456
20.325203,0.0,5004,,784656,765892,251824,514068,147456
11.733334,0.0,5004,,785064,765484,251428,514056,147456
10.817942,0.5277045,5004,,784896,765652,251560,514092,147456
12.12938,0.0,5004,,784888,765660,251568,514092,147456
4.0431266,0.0,5004,,785704,764844,250752,514092,147456
19.565218,0.0,5004,,784688,765860,251768,514092,147456
3.3057852,0.0,5004,,785436,765112,251024,514088,147456
13.736263,0.0,5004,,786368,764180,250088,514092,147456
8.077994,0.0,5004,,786324,764224,250132,514092,147456
10.714286,0.2747253,5004,,785308,765240,251272,514092,147456
18.92583,0.0,5004,,785672,764876,251156,514092,147456
10.242588,0.26954177,5004,,785052,765496,251404,514092,147456
6.094183,0.0,5004,,785796,764752,250660,514092,147456
19.293478,0.0,5004,,786292,764256,250164,514092,147456
20.775623,0.55401665,5004,,785996,764552,250460,514092,147456
11.9777155,0.0,5004,,785972,764576,250484,514092,147456
8.74317,0.0,5004,,785424,765124,251032,514092,147456
12.137203,0.0,5004,,785764,764784,250692,514092,147456
9.917356,0.0,5004,,786128,764420,250328,514092,147456
8.74317,0.0,5004,,786020,764528,249792,514736,147456
14.565826,0.28011206,5004,,786592,763956,249220,514736,147456
6.1007957,0.0,5004,,786716,763832,249096,514736,147456
19.32773,0.0,5004,,787520,763028,248292,514736,147456
15.426997,0.2754821,5004,,787840,762708,249328,513380,147456
6.162465,0.0,5004,,787316,763232,249844,513388,147456
12.777778,0.0,5004,,787560,762988,249600,513388,147456
13.77551,0.0,5004,,788472,762076,248688,513388,147456
11.452514,0.2793296,5004,,787932,762616,249228,513388,147456
2.419355,0.53763443,5004,,787672,762876,248608,514268,147456
4.0540543,0.0,5004,,788384,762164,247916,514248,147456
3.504043,0.0,5004,,788360,762188,247940,514248,147456
7.1232877,0.0,5004,,787444,763104,248856,514248,147456
8.033241,0.0,5004,,786764,763784,249536,514248,147456
8.130081,0.2710027,5004,,787196,763352,249104,514248,147456
6.382979,0.0,5004,,787352,763196,248948,514248,147456
22.162163,0.0,5004,,786256,764292,250044,514248,147456
8.870968,0.0,5004,,784812,765736,251488,514248,147456
13.687151,0.0,5004,,785432,765116,250868,514248,147456
20.485176,0.26954177,5004,,784452,766096,251848,514248,147456
6.133333,0.0,5004,,787348,763200,249012,514232,147456
11.780105,0.2617801,5004,,786752,763796,249548,514248,147456
15.98916,0.0,5004,,787028,763520,249272,514248,147456
1.3888888,0.0,5004,,787008,763540,250484,513056,147456
1.344086,0.0,5004,,787000,763548,250492,513056,147456
19.67213,0.5464481,5004,,770612,779936,294156,485780,147456
2.419355,0.0,5004,,770444,780104,294280,485824,147456
1.6042781,0.0,5004,,770444,780104,294280,485824,147456
5.3333335,0.0,5004,,770832,779716,293536,486180,147456
1.8276763,0.0,5004,,770816,779732,293536,486196,147456
1.3297873,0.0,5004,,767964,782584,296388,486196,147456
2.624672,0.0,5004,,767968,782580,296388,486192,147456
8.443272,0.5277045,5004,,767888,782660,296464,486196,147456
15.364583,0.0,5004,,767840,782708,296512,486196,147456
19.491526,0.0,5004,,769184,781364,288280,493084,147456
8.450705,0.0,5004,,769420,781128,285048,496080,147456
21.6,0.0,5004,,781384,769164,270604,498560,147456
10.77348,0.0,5004,,781360,769188,270252,498936,147456
47.486034,0.0,5004,,789704,760844,270568,490276,147456
51.373627,0.0,5004,,796436,754112,271952,482160,147456
34.659092,0.0,5004,,802212,748336,265836,482500,147456
58.221024,0.0,5004,,809872,740676,267100,473700,147456
44.8,0.8,5004,,815360,735188,362580,372608,147456
27.748692,0.0,5004,,814608,735940,365872,370068,147456
26.256983,0.0,5004,,815360,735188,355320,379868,147456
21.72702,0.0,5004,,816184,734364,354164,380200,147456
25.789474,0.0,5004,,816216,734332,354064,380268,147456
38.069706,0.0,5004,,819656,730892,337772,393120,147456
32.7027,0.0,5004,,784024,766524,359872,406652,147456
35.37234,0.0,5004,,788084,762464,345500,416964,147456
38.52459,0.27322406,5004,,794736,755812,323188,432624,147456
61.618797,0.2610966,5004,,804896,745652,303504,442148,147456
67.40741,0.0,5004,,812124,738424,284404,453520,147456
48.324024,0.0,5004,,825724,724824,280996,443772,147456
47.76536,0.0,5004,,828564,721984,277628,444480,147456
45.257454,0.2710027,5004,,835116,715432,271872,443560,147456
13.186813,0.0,5004,,833828,716720,276836,439884,147456
6.128134,0.0,5004,,834196,716352,276464,439888,147456
27.62431,0.2762431,5004,,834112,716436,270768,445668,147456
39.82301,0.0,5004,,837676,712872,272324,440672,147456
29.360466,0.0,5004,,839624,710924,273564,437360,147456
12.466125,0.0,5004,,839584,710964,273436,437528,147456
31.318682,0.0,5004,,839536,711012,279148,431864,147456
32.22222,0.2777778,5004,,833980,716568,284628,431940,147456
6.756757,0.0,5004,,834288,716260,284256,432004,147456
19.086021,0.0,5004,,834904,715644,281404,434240,147456
17.260275,0.0,5004,,834468,716080,280792,435288,147456
14.986376,0.0,5004,,835232,715316,279652,435664,147456
27.320955,0.530504,5004,,835320,715228,277444,437908,147456
27.077747,0.0,5004,,835104,715444,275320,440124,147456
24.456522,0.0,5004,,830840,719708,269444,450264,147456
28.150133,0.0,5004,,830616,719932,271088,448844,147456
22.493225,0.0,5004,,831600,718948,270488,448460,147456
5.0139275,0.0,5004,,831724,718824,270364,448460,147456
13.934426,0.0,5004,,831984,718564,269496,449068,147456
40.217392,0.54347825,5004,,842424,708124,289768,418356,147456
34.464752,0.0,5004,,798120,752428,332896,419532,147456
48.469387,0.0,5004,,812824,737724,303204,434644,147456
51.48248,0.26954177,5004,,819288,731260,291512,439748,147456
58.03109,0.0,5004,,821156,729392,287808,441584,147456
23.670214,0.0,5004,,820424,730124,289448,440676,147456
24.281984,0.0,5004,,820956,729592,287668,441924,147456
39.11917,0.5181347,5004,,829200,721348,277432,443916,147456
61.246613,0.0,5004,,837172,713376,275076,438300,147456
36.57895,0.0,5004,,831452,719096,276264,442832,147456
9.756098,0.0,5004,,832192,718356,278016,440240,147456
61.11111,0.0,5004,,840652,709896,274892,435004,147456
39.62766,0.0,5004,,845520,705028,272200,432828,147456
22.038567,0.0,5004,,843528,707020,267216,439804,147456
3.5422344,0.0,5004,,842608,707940,267888,439952,147456
18.508287,0.0,5004,,843232,707316,277920,429396,147456
20.380434,0.27173913,5004,,846232,704316,278080,426236,147456
38.42105,0.0,5004,,842884,707664,279500,428164,147456
20.161291,0.0,5004,,845240,705308,273124,432184,147456
10.817942,0.26385224,5004,,841304,709244,276356,432888,147456
3.7533512,0.0,5004,,841728,708820,273720,434952,147456
33.522728,0.0,5004,,868700,681848,242592,439256,147456
14.285714,0.0,5004,,854460,696088,273172,422916,147456
24.184782,0.27173913,5004,,862472,688076,328500,359576,147456
1.6260163,0.0,5004,,862276,688272,328212,360060,147456
17.260275,0.0,5004,,842412,708136,345820,362316,147456
8.918919,0.0,5004,,835780,714768,350276,364492,147456
5.376344,0.0,5004,,830724,719824,354740,365084,147456
13.07902,0.27247956,5004,,828672,721876,356984,364892,147456
2.4,0.0,5004,,828768,721780,356796,364984,147456
11.931818,0.0,5004,,829600,720948,351120,369828,147456
9.574468,0.0,5004,,830500,720048,348736,371312,147456
9.408602,0.26881722,5004,,830556,719992,347248,372744,147456
13.623979,0.0,5004,,825580,724968,355600,369368,147456
10.597826,0.0,5004,,825464,725084,355216,369916,147456
19.45946,0.27027026,5004,,826312,724236,354252,369984,147456
15.954416,0.0,5004,,825496,725052,354996,370056,147456
16.449085,0.7832898,5004,,825364,725184,359244,365940,147456
10.955056,0.0,5004,,824860,725688,359616,366072,147456
11.239193,0.0,5004,,824440,726108,359432,366676,147456
24.585636,0.0,5004,,837356,713192,325008,388184,147456
13.445378,0.28011206,5004,,832560,717988,310848,407140,147456
10.743802,0.0,5004,,832944,717604,306476,411128,147456
15.733334,0.0,5004,,893712,656836,238224,418736,147456
26.086956,0.0,5004,,906372,644176,238876,405300,147456
25.88556,0.0,5004,,852644,697904,319352,378552,147456
1.6438357,0.2739726,5004,,852728,697820,319144,378676,147456
5.1771116,0.0,5004,,853308,697240,315052,382188,147456
8.398951,0.0,5004,,853684,696864,313772,383092,147456
1.3297873,0.0,5004,,853460,697088,313916,383172,147456
6.25,0.54347825,5004,,853304,697244,313964,383280,147456
10.455764,2.4128687,5004,,816992,733556,347772,385908,147456
9.776536,2.793296,5004,,816748,733800,347732,386116,147456
9.776536,3.631285,5004,,816816,733732,347616,386116,147456
3.0219781,1.6483517,5004,,816708,733840,347296,386544,147456
10.86351,0.8356546,5004,,816432,734116,344916,389200,147456
3.030303,0.2754821,5004,,816552,733996,344680,389316,147456
2.356021,0.0,5004,,817332,733216,343788,389428,147456
2.6041667,0.0,5004,,817520,733028,343440,389588,147456
1.5584415,0.0,5004,,817760,732788,343192,389596,147456
1.0309278,0.5154639,5004,,816256,734292,344696,389596,147456
1.2919897,0.0,5004,,816380,734168,344572,389596,147456
2.3498695,0.0,5004,,816332,734216,344324,389892,147456
2.0725389,0.0,5004,,816444,734104,344200,389904,147456
0.5221932,0.0,5004,,816696,733852,343952,389900,147456
2.34375,0.0,5004,,816800,733748,343828,389920,147456
1.038961,0.0,5004,,816932,733616,343696,389920,147456
1.2886598,0.25773194,5004,,816932,733616,343696,389920,147456
1.7676767,0.0,5004,,817056,733492,343572,389920,147456
2.887139,0.78740156,5004,,816312,734236,344316,389920,147456
2.0725389,0.0,5004,,816320,734228,344316,389912,147456
1.6042781,0.26737967,5004,,816304,734244,344324,389920,147456
0.7915567,0.0,5004,,816304,734244,344324,389920,147456
1.0443864,0.0,5004,,816304,734244,344324,389920,147456
1.3089005,0.2617801,5004,,815560,734988,345068,389920,147456
1.0526316,0.0,5004,,815436,735112,345192,389920,147456
1.8134716,0.25906736,5004,,815412,735136,345216,389920,147456
3.4852548,0.0,5004,,815200,735348,344844,390504,147456
0.5208333,0.0,5004,,815200,735348,344844,390504,147456
1.3192612,0.0,5004,,815200,735348,344844,390504,147456
2.0565553,0.2570694,5004,,815200,735348,344844,390504,147456
0.5221932,0.0,5004,,815324,735224,344720,390504,147456
1.5665796,0.0,5004,,815456,735092,344596,390496,147456
2.3498695,0.2610966,5004,,815572,734976,344472,390504,147456
0.8042895,0.0,5004,,815696,734852,344348,390504,147456
2.0887728,0.0,5004,,815696,734852,344348,390504,147456
2.0725389,0.0,5004,,815820,734728,344224,390504,147456
1.3089005,0.2617801,5004,,815944,734604,344100,390504,147456
2.610966,0.0,5004,,815944,734604,344100,390504,147456
7.3569484,0.0,5004,,816192,734356,343852,390504,147456
2.144772,0.0,5004,,816316,734232,343728,390504,147456
25.336927,0.53908354,5004,,825080,725468,282124,443344,147456
19.45946,0.0,5004,,830300,720248,285480,434892,147456
19.02174,0.0,5004,,828804,721744,289408,432336,147456
11.917098,0.0,5004,,829132,721416,289016,432400,147456
15.363881,0.0,5004,,828916,721632,286784,434848,147456
51.32275,0.0,5004,,846708,703840,281652,422188,147456
11.581921,0.0,5004,,846880,703668,283548,420120,147456
19.94382,0.0,5004,,845544,705004,266716,438412,147456
22.841227,0.27855152,5004,,852780,697768,264240,433528,147456
1.907357,0.0,5004,,852444,698104,264248,433856,147456
2.4324324,0.0,5004,,852984,697564,265636,431928,147456
2.65252,0.0,5004,,853504,697044,265216,431828,147456
5.464481,0.27322406,5004,,853636,696912,265084,431828,147456
6.117021,0.0,5004,,853496,697052,264328,432724,147456
5.4200544,0.0,5004,,853340,697208,264464,432744,147456
2.9729729,0.5405405,5004,,852788,697760,264944,432816,147456
2.162162,0.0,5004,,852804,697744,264936,432808,147456
4.221636,0.26385224,5004,,852764,697784,264968,432816,147456
0.8064516,0.0,5004,,852764,697784,264968,432816,147456
7.0460706,0.0,5004,,852152,698396,265580,432816,147456
4.644809,0.27322406,5004,,852252,698296,265356,432940,147456
15.789474,0.0,5004,,855684,694864,264908,429956,147456
5.107527,0.0,5004,,855584,694964,265276,429688,147456
2.4324324,0.0,5004,,855396,695152,264952,430200,147456
1.3368984,0.26737967,5004,,855248,695300,264952,430348,147456
1.8324608,0.0,5004,,855400,695148,264804,430344,147456
14.62766,0.0,5004,,853064,697484,272180,425304,147456
9.340659,0.0,5004,,858264,692284,267268,425016,147456
9.042553,0.0,5004,,858868,691680,268444,423236,147456
8.423913,0.27173913,5004,,858884,691664,268436,423228,147456
2.425876,0.0,5004,,858696,691852,268608,423244,147456
3.2,0.26666668,5004,,858448,692100,268708,423392,147456
0.8130081,0.0,5004,,858356,692192,268756,423436,147456
1.8817204,0.0,5004,,858404,692144,268708,423436,147456
1.8617021,0.26595744,5004,,858340,692208,268772,423436,147456
2.0512822,0.0,5004,,858464,692084,268648,423436,147456
1.8372704,0.0,5004,,858356,692192,268756,423436,147456
23.61111,0.5555556,5004,,858500,692048,265712,426336,147456
4.5576406,0.0,5004,,858312,692236,265800,426436,147456
2.9729729,0.0,5004,,858152,692396,265812,426584,147456
10.86351,0.0,5004,,858220,692328,265652,426676,147456
11.549295,0.0,5004,,858152,692396,265676,426720,147456
11.286089,0.0,5004,,847116,703432,279096,424336,147456
33.240223,0.0,5004,,878964,671584,249888,421696,147456
37.535015,0.28011206,5004,,894372,656176,250412,405784,147456
7.9019074,0.0,5004,,880224,670324,274940,395384,147456
15.819209,0.0,5004,,885816,664732,255456,409288,147456
38.950275,0.0,5004,,900620,649928,266760,383168,147456
18.994413,0.2793296,5004,,899848,650700,265832,384868,147456
28.808865,0.0,5004,,905796,644752,266864,377964,147456
41.88034,0.0,5004,,911076,639472,261180,378416,147456
33.062332,0.5420054,5004,,921256,629292,264480,364812,147456
34.090908,0.2840909,5004,,923044,627504,265248,362256,147456
18.206522,0.0,5004,,921500,629048,266588,362460,147456
1.3888888,0.0,5004,,921408,629140,266800,362340,147456
11.699164,0.27855152,5004,,918980,631568,262236,369368,147456
24.561403,0.0,5004,,899948,650600,286712,363980,147456
48.95288,0.0,5004,,908868,641680,266168,375512,147456
14.245014,0.0,5004,,911776,638772,263584,375188,147456
35.694824,0.0,5004,,915252,635296,236544,398752,147456
18.207283,0.0,5004,,906784,643764,257364,386400,147456
37.142857,0.2857143,5004,,907972,642576,252832,389744,147456
14.600551,0.0,5004,,907720,642828,252744,390084,147456
4.076087,0.0,5004,,906892,643656,249024,394632,147456
16.966581,0.0,5004,,906912,643636,248772,394864,147456
32.8125,0.5208333,5004,,908480,642068,260128,381940,147456
39.031338,0.0,5004,,909464,641084,261228,379856,147456
10.655738,0.0,5004,,909172,641376,261460,379916,147456
47.214855,0.0,5004,,914088,636460,242540,393932,147456
62.46719,0.0,5004,,911740,638808,246080,392728,147456
53.524803,0.0,5004,,898756,651792,260816,390908,147456
12.320917,0.0,5004,,897860,652688,261348,391340,147456
44.502617,0.0,5004,,898100,652448,271896,380676,147456
48.77384,0.27247956,5004,,905344,645204,274640,370564,147456
26.541555,0.0,5004,,907884,642664,273012,369652,147456
34.83146,0.0,5004,,913432,637116,263468,373648,147456
31.2,0.0,5004,,917364,633184,263636,369548,147456
36.220474,0.2624672,5004,,915500,635048,260316,374732,147456
30.726257,0.0,5004,,915096,635452,266620,368832,147456
36.31579,0.0,5004,,916916,633632,265176,368580,147456
22.099447,0.0,5004,,918776,631772,265300,366472,147456
34.2711,0.0,5004,,922392,628156,246008,382148,147456
25.129534,0.0,5004,,928416,622132,251876,370256,147456
21.938776,0.25510204,5004,,926220,624328,254340,369988,147456
30.60686,0.0,5004,,927668,622880,248624,374256,147456
11.904762,0.0,5004,,920364,630184,261236,368872,147456
26.849316,0.2739726,5004,,917740,632808,260704,372104,147456
16.137566,0.0,5004,,915016,635532,260484,375172,147456
4.1775455,0.0,5004,,915176,635372,261912,373460,147456
6.5789475,0.5263158,5004,,915300,635248,261788,373460,147456
8.900523,0.0,5004,,917132,633416,256772,376656,147456
64.62766,0.0,5004,,938940,611608,255932,355676,147456
55.27778,0.0,5004,,938516,612032,254524,357508,147456
33.42857,0.0,5004,,942668,607880,248712,359168,147456
65.71429,0.25974026,5004,,942208,608340,278552,329788,147456
49.435028,0.0,5004,,933556,616992,284852,332156,147456
47.978436,0.0,5004,,922328,628220,279352,349116,147456
51.810585,0.27855152,5004,,901672,648876,273120,375756,147456
58.68421,0.0,5004,,916028,634520,263284,371236,147456
68.12339,0.0,5004,,932656,617892,237804,380088,147456
61.021507,0.0,5004,,943728,606820,247544,359276,147456
69.518715,0.0,5004,,944448,606100,278788,327312,147456
26.849316,0.5479452,5004,,945232,605316,273352,331964,147456
23.015873,0.0,5004,,944120,606428,273908,332520,147456
14.473684,0.0,5004,,942568,607980,274340,333640,147456
10.58201,0.0,5004,,943684,606864,268748,338116,147456
37.760418,0.0,5004,,944564,605984,273284,332888,147456
14.84375,0.0,5004,,939064,611484,263888,347596,147456
32.8125,0.0,5004,,943736,606812,264668,342144,147456
56.410255,0.25641027,5004,,959028,591520,258408,333112,147456
2.368421,0.0,5004,,958876,591672,259024,332648,147456
13.404826,0.0,5004,,958200,592348,256460,335888,147456
13.984169,0.0,5004,,957960,592588,253940,338648,147456
17.460318,0.26455027,5004,,959636,590912,251528,339384,147456
15.281502,0.0,5004,,959568,590980,243844,347136,147456
23.359581,0.0,5004,,960164,590384,243216,347168,147456
30.54054,0.0,5004,,960460,590088,249392,340696,147456
18.469658,0.0,5004,,959656,590892,249168,341724,147456
11.256544,0.2617801,5004,,958472,592076,250044,342032,147456
28.4153,0.0,5004,,955056,595492,253388,342104,147456
21.917809,0.0,5004,,955420,595128,252916,342212,147456
23.966942,0.2754821,5004,,954464,596084,310548,285536,147456
28.150133,0.0,5004,,955244,595304,307640,287664,147456
16.449085,0.2610966,5004,,955188,595360,306040,289320,147456
10.56701,0.0,5004,,955440,595108,305784,289324,147456
34.02062,0.25773194,5004,,955956,594592,303776,290816,147456
26.861702,1.0638298,5004,,955820,594728,303608,291120,147456
7.4666667,0.0,5004,,955668,594880,303664,291216,147456
47.012985,0.0,5004,,956212,594336,299116,295220,147456
1.5463917,0.0,5004,,955968,594580,299264,295316,147456
5.9431524,0.0,5004,,955108,595440,302748,292940,147456
5.9431524,0.25839794,5004,,953504,597044,300064,297104,147456
2.0833333,0.0,5004,,953768,596780,293644,303136,147456
2.3376622,0.0,5004,,953700,596848,293060,303788,147456
0.2544529,0.2544529,5004,,953664,596884,293068,303816,147456
2.7568922,0.0,5004,,953780,596768,292944,303824,147456
1.2658228,0.0,5004,,953896,596652,292820,303832,147456
1.772152,0.0,5004,,954036,596512,292696,303816,147456
1.0230179,0.25575447,5004,,954092,596456,292696,303808,147456
0.51150894,0.0,5004,,954188,596360,292572,303788,147456
1.5306122,0.0,5004,,954676,595872,292076,303796,147456
1.2787724,0.0,5004,,954820,595728,291952,303776,147456
0.25575447,0.25575447,5004,,954780,595768,291952,303816,147456
0.7633588,0.0,5004,,954900,595648,291952,303820,147456
0.5076142,0.0,5004,,954900,595648,291828,303820,147456
1.0126582,0.0,5004,,955024,595524,291704,303820,147456
0.75949365,0.0,5004,,954904,595644,287612,308032,147456
1.2787724,0.0,5004,,954948,595600,287612,307988,147456
1.0152284,0.2538071,5004,,955072,595476,287488,307988,147456
1.7676767,0.0,5004,,955320,595228,287364,307988,147456
1.010101,0.0,5004,,955400,595148,287116,308032,147456
1.3020834,0.0,5004,,955424,595124,286992,308032,147456
2.2613065,0.2512563,5004,,955428,595120,286992,308128,147456
1.0335917,0.0,5004,,955676,594872,286744,308128,147456
1.0075567,0.0,5004,,955556,594992,286868,308124,147456
1.0204082,0.25510204,5004,,955676,594872,286744,308128,147456
1.285347,0.0,5004,,956140,594408,285256,309152,147456
3.3419023,0.0,5004,,956260,594288,284984,309304,147456
8.010336,0.0,5004,,957800,592748,283240,309632,147456
1.5463917,0.25773194,5004,,957584,592964,283292,309672,147456
1.5189873,0.0,5004,,957708,592840,283168,309672,147456
1.7902813,0.0,5004,,958172,592376,282700,309676,147456
0.2570694,0.0,5004,,958140,592408,282732,309676,147456
